review_id,tanggal,username,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
AG000194,2025-03-11,J***a,Kaos datang langsung tak pakai....pas ukuranya enak nyaman bakal beli lagi...habis saur pesen sore sudah datang maaf GK di fto...pokoknya bagus banget,kaos langsung pakaipas ukuranya enak nyaman beli lagihabis saur sen sore maaf ftopokoknya bagus banget,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Tosca - L ( LD 100-120Cm ),Tidak ada gambar,AG000194.jpg,5,Positive,1.0
AA000451,2024-05-01,R***y,"oke lah, kualitas standar, sesuai harga",oke kualitas standar sesuai harga,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AA000451.jpg,5,Positive,1.0
K000372,2024-01-01,S***y,Jahitannya rapi. Bahannya adem. Respon sangat cepat!,jahit rapi bahan adem respon cepat,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Varian: Kemeja Hitam,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/2/14/cf809e23-6451-460e-86a5-ce78f2c4d827.jpg.webp?ect=4g,K000372.jpg,5,Positive,1.0
AG000425,2025-03-08,K***w,"Sudah kesekian kalinya pesan di toko ini
Sangat memuaskan👍👍👍",sekian kali pesan toko muas,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - L ( LD 100-120Cm ),Tidak ada gambar,AG000425.jpg,5,Positive,1.0
V000074,2025-02-22,S***r,Mantap👍,mantap,House of Smith Bomber Jacket Bomith Black #3 - Jaket Bomber Pria Hitam,Varian: L,Tidak ada gambar,V000074.jpg,5,Positive,1.0
V000422,2024-12-01,i***a,Mantap,mantap,House of Smith Bomber Jacket Bomith Black #3 - Jaket Bomber Pria Hitam,Varian: XL,Tidak ada gambar,V000422.jpg,5,Positive,1.0
N000084,2025-03-13,I***h,"Alhamdulilah oder yng kedua kalinya  bqgus tokonya amanah ,",alhamdulilah oder yng kali bqgus toko amanah,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Jotol/tosca - All Size,Tidak ada gambar,N000084.jpg,5,Positive,1.0
R000114,2024-01-01,Gilang,Ukurannya pas Tinggi badan < 160 cm  Berat badan 60 - 70 kg,ukur pas badan berat badan,Jaket Bomber Ribsgold Series,Varian: BomberBlack - M,Tidak ada gambar,R000114.jpg,5,Positive,1.0
AK000063,2025-02-01,ð***,Kalo mau kirim lebih teliti yah!!! Barang rijekkan dikirim...,kalo kirim teliti yah barang rijekkan kirim,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Kubus - XXL,Tidak ada gambar,AK000063.jpg,1,Negative,0.0
S000454,2024-01-01,A***m,Tebal berkualitas 👍. Bahannya bagus. Modelnya stylish 😎. Nyaman dipakai 👍. Ukurannya sesuai. Desainnya kece.,tebal kualitas bahan bagus model stylish nyaman pakai ukur sesuai desain kece,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Grey - L,Tidak ada gambar,S000454.jpg,5,Positive,1.0
AB000013,2025-03-08,Azmie,"nyaman,dan pas di badan",nyamandan pas badan,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AB000013.jpg,5,Positive,1.0
D000020,2024-01-01,b***y,"Admin kurang ramah. Konfirmasi barang kosong berhari"" Baru di confirm",admin ramah konfirmasi barang kosong hari confirm,HSS - KEMEJA OVERSIZE POLOS BB 100Kg Atasan Wanita Jumbo,Varian: Mauve - Ld 140,Tidak ada gambar,D000020.jpg,1,Negative,0.0
AD000076,2025-01-01,Meru,Bahan lembut dan sangat nyaman dipakai. Ukuran sesuai dengan ukuran tubuh.,bahan lembut nyaman pakai ukur sesuai ukur tubuh,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AD000076.jpg,5,Positive,1.0
C000299,2025-03-08,N***m,Besst,besst,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Coffee - M,Tidak ada gambar,C000299.jpg,5,Positive,1.0
AG000011,2025-03-08,L***j,"Paketnya nyampe kerumah orang aneh ga dibaca gitu gimana sekarang aq klaimnya,
tadinya mau beli warna lain eehhh malah salah kirim ke rumah orang lain",paket nyampe rumah orang aneh baca gitu gimana klaim beli warna eehhh salah kirim rumah orang,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - XL ( LD 110-130Cm ),Tidak ada gambar,AG000011.jpg,2,Negative,0.0
AD000017,2025-03-09,M***a,cakeeeeep,cakeeeeep,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 32,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/3/9/25b12820-a6eb-4526-b31e-a8721c52867a.jpg.webp?ect=4g,AD000017.jpg,5,Positive,1.0
AW000101,2025-03-08,B***h,"Ukuran 11 thn kecil banget
Itu untuk umur 8 thn......sangat kecewa",ukur thn banget umur thnsangat kecewa,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: mocca - 11 tahun,Tidak ada gambar,AW000101.jpg,1,Negative,0.0
V000073,2025-02-22,K***x,"Huh kirainn bahan nya bagus teryata agkhhhh ga sesuai ekspektasi, mana beda lagi harga nya yg di aplikasi Oren, aku kira disini bagus bahan nya karna Haga nyaaa berdeda d...",huh kirainn bahan nya bagus teryata agkhhhh sesuai ekspektasi beda harga nya aplikasi oren bagus bahan nya karna haga nyaaa berdeda,House of Smith Bomber Jacket Bomith Black #3 - Jaket Bomber Pria Hitam,Varian: L,Tidak ada gambar,V000073.jpg,2,Negative,0.0
AE000499,2024-01-01,Dimas,"udh ambil uk36...tp modelny tetep skinny,terlalu ngepres utk yg big size.",udh ambil uktp modelny tetep skinnyterlalu ngepres utk big size,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AE000499.jpg,5,Positive,1.0
Z000007,2025-01-01,Aidil,"Barang Tidak sesuai Deskripsi dari segi ukuran ..selisih nya lumayan..itu belum di cuci apalagi udah di cuci pasti nyusut lagi..,,",barang sesuai deskripsi segi ukur selisih nya lumayanitu cuci udah cuci nyusut,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: Hitam - L,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",Z000007.jpg,2,Negative,0.0
AM000013,2024-01-01,f***h,Parah padahal SDH sy cahay minta di kirim warna olive di kasih nya tetep warna pink ...kecewa,parah sdh cahay kirim warna olive kasih nya tetep warna pink kecewa,KEMEJA OVAL CRINKLE AIRFLOW PREMIUM BY AS3,Varian: Dusty Pink - XL,Tidak ada gambar,AM000013.jpg,1,Negative,0.0
P000018,2025-03-14,P***f,Tipis,tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Army - M,Tidak ada gambar,P000018.jpg,2,Negative,0.0
G000038,2024-01-01,T***g,"ukuran 30 kecil lingkar pinggang g nyampe 80cm,,tidak sesuai diskripsi",ukur lingkar pinggang nyampe cmtidak sesuai skripsi,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 30,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,G000038.jpg,1,Negative,0.0
AB000408,2024-01-01,M***a,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 60 - 70 kg,ukur pas badan berat badan,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 32,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AB000408.jpg,5,Positive,1.0
P000128,2025-03-08,M***p,Nggak sesuai gambar,nggak sesuai gambar,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Abu Tua - XL,Tidak ada gambar,P000128.jpg,2,Negative,0.0
E000291,2024-04-01,a***r,ga sesuai warna yg di pesen.,sesuai warna sen,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Capucino,Tidak ada gambar,E000291.jpg,2,Negative,0.0
AO000003,2025-03-12,F***i,"Awal nya prnh beli burgundy ukuran L Yg LD nga110 krna pas di badan dan bagus akhir nya beli lagi warna sage,tapi yg sage malah datang nya besar bgtt ukuran nya selisih n...",nya prnh beli burgundy ukur nga krna pas badan bagus nya beli warna sagetapi sage nya bgtt ukur nya selisih,QOME - DRESS BAHAN CERUTI / DRESS NAOMI / DRESS KONDANGAN /DRESS PESTA / DRESS FORMAL Mewah,Varian: Matcha - L (LD 110),Tidak ada gambar,AO000003.jpg,1,Negative,0.0
P000205,2025-03-13,Q***f,kureng 😙,reng,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Army - M,Tidak ada gambar,P000205.jpg,1,Negative,0.0
W000354,2024-01-01,Ray,kelazzz🔥,kelazzz,House of Smith Bomber Jacket Bomen Black #5 - Jaket Bomber Pria Hitam,Varian: XL,Tidak ada gambar,W000354.jpg,5,Positive,1.0
F000346,2024-01-01,Y***i,Produk sesuai etalase dan deskripsi. 👍,produk sesuai etalase deskripsi,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Navy,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/8/27/0286c7cf-d069-4baf-b06f-da2c06085216.jpg.webp?ect=4g,F000346.jpg,5,Positive,1.0
G000433,2024-01-01,Wasito,"Ukurannya pas bahan melar, mantaPPP",ukur pas bahan melar mantappp,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 29,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/2/11/a3d3eb48-6ea9-48ed-806d-225b57e6c86c.jpg.webp?ect=4g,G000433.jpg,5,Positive,1.0
AW000027,2025-03-13,D***x,"Pliss padahal butuh bgt yg warna item
Pesan hitam yang datang warna abu abu
Ga sesuaii kecewaaa udh lama datangya",pliss butuh bgt warna item pesan hitam warna abu abu sesuai kecewaaa udh datangya,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: hitam - 13 tahun,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/f9eb07a4535d4d59981ecedc3befbcb7.webp?ect=4g,AW000027.jpg,2,Negative,0.0
AB000008,2024-06-01,P***l,"Ukuran Pinggang bener pas di no 36 tapi ukuran pergelangan kaki pakai sama dengan yg ukuran no 30, ya jelas ga nasuk. Ini gimana cara bikin polanya ya?",ukur pinggang bener pas ukur gelang kaki pakai ukur nasuk gimana bikin pola,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AB000008.jpg,2,Negative,0.0
AB000315,2024-01-01,memet,Ukurannya pas Tinggi badan 171 - 180 cm Berat badan > 80 kg,ukur pas badan berat badan,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AB000315.jpg,5,Positive,1.0
AC000218,2024-06-01,w***u,Mantap kualitasnya,mantap kualitas,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 34,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/6/13/88b2e41d-8e53-4b37-99c9-ad5baae0d9d9.jpg.webp?ect=4g,AC000218.jpg,5,Positive,1.0
P000196,2025-02-01,g***a,Tipis banget baju nya dan bikin gerah cpt basah keringat,tipis banget baju nya bikin gerah cpt basah keringat,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Navy - L,Tidak ada gambar,P000196.jpg,2,Negative,0.0
AG000206,2025-03-11,D***m,Bolong,bolong,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - L ( LD 100-120Cm ),https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/e5758898d846423b8915a6e37c43fc2e.webp?ect=4g,AG000206.jpg,1,Negative,0.0
I000400,2024-01-01,A***y,"tetap bagus, semoga ngk mudar…",bagus moga ngk mudar,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Navy - XL,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/10/14/5558b1f2-fa5e-4731-9f9e-bb2c9d7f6045.jpg.webp?ect=4g,I000400.jpg,5,Positive,1.0
N000162,2025-03-12,A***v,ga nyesel beli..makasihya..aku kasih bintang 5 ya,nyesel belimakasihyaaku kasih bintang,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Nevy - Jumbo XL,Tidak ada gambar,N000162.jpg,5,Positive,1.0
O000195,2025-03-08,M***b,"Warna almond, cakeep",warna almond cakeep,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Almond 029 (lebar),Tidak ada gambar,O000195.jpg,5,Positive,1.0
E000077,2024-01-01,B***»,Baranya sobek dah kotor! Gimana ya pertanggungjawabannya toko? Saya beli pake uang ya 😭🙏 tolong dong ini! Gimana tanggungjawabnya,bara sobek dah kotor gimana pertanggungjawabannya toko beli pake uang tolong gimana tanggungjawabnya,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Light Grey,"https://images.tokopedia.net/img/cache/200-square/dx0w9n/1997/1/1/2f7779f0a6a545ecb0f0fee2aca790b5.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/dx0w9n/1997/1/1/5b67a7db17d34a69a57346764f4b0324.webp?ect=4g",E000077.jpg,2,Negative,0.0
AW000109,2025-02-22,H***s,celana nya bau apek🤢,celana nya bau apek,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: abu - 10 tahun,Tidak ada gambar,AW000109.jpg,2,Negative,0.0
C000069,2025-03-14,N***r,pesen ukuran 37 Dateng 34 dongo,sen ukur dateng dongo,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Grey Blue - XL,Tidak ada gambar,C000069.jpg,1,Negative,0.0
AT000030,2025-02-22,Q***b,Tali ke belakang yg sebelah gak di pasang... Cuma ada tali sebelah.. Lasung di tali sama apa? 🤦‍♀️,tali belah gak pasang tali belah lasung tali,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: BD Hitam Putih,Tidak ada gambar,AT000030.jpg,1,Negative,0.0
AJ000139,2025-03-11,S***x,Ini ukuran L kok kecil  ya,ukur,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Lemon - L (LD 105cm),Tidak ada gambar,AJ000139.jpg,1,Negative,0.0
X000218,2024-01-01,B***u,"Bagus, ukuran sesuai bahan ga kasar cenderung halus malahan",bagus ukur sesuai bahan kasar cenderung halus,House of Smith Harrington Jacket Hangor Navy #4 - Jaket Harrington Pria,Varian: XL,Tidak ada gambar,X000218.jpg,5,Positive,1.0
AW000030,2025-03-12,U***m,Selernya krang amanah tanpa adanya konfirmasi main kirim aj. Minta hitam di kirim abu. Sungguh kecewa. Di cat jga ngga ad respon.,selernya krang amanah konfirmasi main kirim hitam kirim abu sungguh kecewa cat jga ngga respon,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: hitam - 14 tahun,Tidak ada gambar,AW000030.jpg,2,Negative,0.0
AA000035,2024-01-01,A***a,fittingnya beda dengan warna lain. agak kedodoran,fittingnya beda warna kedodoran,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 34,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",AA000035.jpg,2,Negative,0.0
C000009,2025-03-14,S***a,Bagus,bagus,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Black - S,Tidak ada gambar,C000009.jpg,5,Positive,1.0
G000347,2024-04-01,Rivan,"bagus cuman saya masih kekecilan, untungnya seller baik masih boleh minta tukar, sekarang lagi proses tukar",bagus cuman kecil untung seller tukar proses tukar,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Navy - 34,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/4/3/c7bbb90c-2bd5-48eb-9ff4-ceda45cb7201.jpg.webp?ect=4g,G000347.jpg,5,Positive,1.0
AS000088,2024-01-01,L****,Tidak sesuai warna,sesuai warna,Kayla Tunik Jaring Rajut Outer Dress Rajut Wanita,Varian: BRONZE,Tidak ada gambar,AS000088.jpg,2,Negative,0.0
I000253,2024-04-01,Naufal,Ukurannya pas Tinggi badan 171 - 180 cm,ukur pas badan,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Black - L,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/3/24/9f138d39-d1d3-4ebd-8e26-b43776cb4500.jpg.webp?ect=4g,I000253.jpg,5,Positive,1.0
AA000005,2025-03-13,Mochammad,"gak ekspek sebenarnya kalo barangnya sebagus itu, btw thx yaa",gak ekspek kalo barang bagus btw thx yaa,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AA000005.jpg,5,Positive,1.0
J000001,2025-02-01,R***n,"pendapat saya ya, mungkin pembeli lain punya pendapat lain.
bahan so so, tipis, strechy, jaitan ya gt deh.. ditambah kegedean buat gue.. minta tuker harus kirim lgs, ga b...",dapat beli dapat bahan tipis strechy jaitan deh tambah gede gue tuker kirim lgs,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Royal Blue - XL,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/2/12/29db8bb8-696e-4191-8249-d0ab0668e2df.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/2/12/9c0e3eca-0284-460b-ab47-9b3aa8472e39.jpg.webp?ect=4g",J000001.jpg,2,Negative,0.0
N000470,2025-03-08,N***v,Baju ya realfick bagus sesuai gambar..,baju realfick bagus sesuai gambar,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Fusia - All Size,Tidak ada gambar,N000470.jpg,5,Positive,1.0
AG000002,2025-03-15,I***v,Bagus adem kaosnya udH punya 4,bagus adem kaos udh,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Khaky - L ( LD 100-120Cm ),Tidak ada gambar,AG000002.jpg,5,Positive,1.0
S000262,2024-01-01,Nalendro,bahannya oke,bahan oke,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Caramel - XXL,Tidak ada gambar,S000262.jpg,5,Positive,1.0
B000378,2025-02-01,k***n,bagus lucu,bagus lucu,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: FANTA MIMI - M,Tidak ada gambar,B000378.jpg,5,Positive,1.0
AW000064,2025-03-08,A***o,Kata nya BB 35 ambil 10 tahun.ee ngk tau nya barang sampai.ngk muat sama ank ku.mumazir deh aku beli.mau diapin lagi sanggar kecewa,nya ambil tahunee ngk tau nya barang sampaingk muat ank kumumazir deh belimau diapin sanggar kecewa,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: mocca - 10 tahun,Tidak ada gambar,AW000064.jpg,1,Negative,0.0
AA000228,2024-12-01,a***f,"pesen warna hitam yg datang navy....rada2 ***** gmna gtu,pesen pakek akun adek kendala sama diwarna.....dan setelah di komen seperti ini jawabannya tetep aja, 
kan bisa m...",sen warna hitam navyrada gmna gtupesen pakek akun adek kendala diwarnadan komen jawab tetep aja,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 28,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AA000228.jpg,1,Negative,0.0
G000004,2025-01-01,n***a,31 rasa 28 ga konsisten ukurannya,konsisten ukur,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 31,Tidak ada gambar,G000004.jpg,1,Negative,0.0
U000007,2025-02-01,f***5,"Cct produk,sleting seret susah di buka,baru di buka sudah bolong",cct produksleting seret susah bukabaru buka bolong,House of Smith Harrington Jacket Hangor Black #6 - Jaket Harrington Pria Hitam,Varian: L - BLACK,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,U000007.jpg,1,Negative,0.0
G000111,2024-11-01,Agus,"berad badan 56kg tinggi 170 cm, nomer 31 kegedean dikit,, harus nya nomer 30,, tp bahan sesuai",rad badan nomer gede dikit nya nomer bahan sesuai,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Abu Tua - 31,Tidak ada gambar,G000111.jpg,5,Positive,1.0
Q000138,2024-01-01,c***a,"Ukurannya pas Tinggi badan 160 - 170 cm Berat badan < 60 kg
Barang sesuai orderan, packing aman  rapi  ,thanks",ukur pas badan berat badan barang sesuai order packing aman rapi thanks,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - S,Tidak ada gambar,Q000138.jpg,5,Positive,1.0
P000219,2025-02-01,T***S,"Tipis tdk sesuai foto
Jahitan jelek",tipis tdk sesuai foto jahit jelek,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Milo - L,Tidak ada gambar,P000219.jpg,1,Negative,0.0
E000121,2024-01-01,i***,Jdi ini warna charcol atau coklat yh prasaan di foto nga gini lo,jdi warna charcol coklat prasaan foto nga gin,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Charcol,https://images.tokopedia.net/img/cache/200-square/dx0w9n/1997/1/1/c2608681fd7f494c849737ce3030710a.webp?ect=4g,E000121.jpg,2,Negative,0.0
A000174,2024-01-01,Tia,"bagus kaos nya
next pasti repeat order deh ini",bagus kaos nya next repeat order deh,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: L,Tidak ada gambar,A000174.jpg,5,Positive,1.0
AG000352,2025-03-08,S***x,"Paket nya baru nyampai...kaos oversize nya bagus
Kualitas produk: Bagus bahan nya lembut nyaman di pakai terima kasih seller produk nya bagus",paket nya nyampaikaos oversize nya bagus kualitas produk bagus bahan nya lembut nyaman pakai terima kasih seller produk nya bagus,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - XL ( LD 110-130Cm ),https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4791c4b252de435e842a44fb0a7e88cc.webp?ect=4g,AG000352.jpg,5,Positive,1.0
I000434,2024-01-01,Dimas,Ukurannya pas,ukur pas,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Royal Blue - XXXL,Tidak ada gambar,I000434.jpg,5,Positive,1.0
J000420,2024-01-01,Faisal,"Kaosnya bagus, bahanya adem dibadan... pokoke rekomandit bgt dah buat kawan-kawan yg lg nyari kaos... top markotop",kaos bagus bahanya adem bad pokoke rekomandit bgt dah kawankawan nyari kaos top markotop,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: S - M - L - XL,Tidak ada gambar,J000420.jpg,5,Positive,1.0
C000407,2025-03-08,C***v,Bahannya kurang sesuai tapi lumayan,bahan sesuai lumayan,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Dark Grey - L,Tidak ada gambar,C000407.jpg,4,Positive,1.0
C000014,2025-03-08,H***g,terlalu tipis,tipis,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Broken White - S,Tidak ada gambar,C000014.jpg,2,Negative,0.0
C000480,2025-03-08,X***z,Mantap,mantap,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Grey Blue - XXL,Tidak ada gambar,C000480.jpg,5,Positive,1.0
AG000246,2025-03-10,T***w,Bagus🥰🥰,bagus,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - L ( LD 100-120Cm ),Tidak ada gambar,AG000246.jpg,5,Positive,1.0
AC000125,2024-11-01,S***L,"kereeen...
ukuran sesuai..
rekomended..",kereeen ukur sesuai rekomended,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 34,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/11/1/3a521d6d-a2c3-4d09-8764-2dcc4a283341.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/11/1/e5c804c2-7fd6-4562-b018-ee57a7348645.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/11/1/33250a47-55b5-4062-bae5-781e8f4e3f19.jpg.webp?ect=4g",AC000125.jpg,5,Positive,1.0
AK000008,2025-03-09,K***k,Beli disini udah ke 2x nya tapi pembelian kedua ini agak kecewa soalnya yang warna putih kotor dibagian belakang nya padahal baru banget dibuka huhuhu,beli udah nya beli kecewa warna putih kotor bagi nya banget buka huhuhu,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Putih - M,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",AK000008.jpg,2,Negative,0.0
J000109,2024-01-01,A***s,"Ukuran tidak sesuai dengan yang dicantumkan dalam panduan ukuran.

Bahan menerawang.",ukur sesuai cantum pandu ukur bahan terawang,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Sport Grey - XL,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/7/11/55a36b3c-1de5-4a14-ae90-15948adc0824.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/7/11/a2f98cca-cfa7-40bf-bc9f-5ea73fd5b0db.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/7/11/24f45e91-9c86-4670-a4a3-6d29fa87d3be.jpg.webp?ect=4g",J000109.jpg,2,Negative,0.0
